423    16    225
3.8422879590081305 5.820908197883772 3.8768446358601327 
153    1     4     388     174     1     21	A
154    1     4     367     173     8     1	D
155    2     4     134     6     1     12	B
156    0     4     216     90     1     29	B
157    1     4     55     37     4     11	B
158    1     4     206     41     1     6	C
159    2     4     270     150     5     24	D
160    1     4     305     19     1     8	A
161    1     4     396     221     8     17	C
162    2     4     335     155     6     21	B
163    0     4     83     165     9     18	C
164    0     4     185     73     4     14	C
165    1     4     368     177     4     20	C
166    2     4     18     24     7     25	C
167    1     4     361     56     2     24	B
168    2     4     125     19     5     19	A
169    1     5     255     69     4     9	B
170    1     5     175     112     6     6	C
171    2     5     56     97     3     5	D
172    2     5     278     108     4     19	B
173    0     5     28     177     7     13	B
174    2     5     302     178     6     3	B
175    2     5     406     142     2     10	A
176    2     5     100     204     5     11	B
177    0     5     270     145     2     26	A
178    1     5     278     193     7     5	A
179    0     5     403     71     9     1	C
180    0     5     334     120     4     25	B
181    2     5     118     39     3     18	A
182    0     5     405     170     9     27	D
183    0     5     72     205     2     19	C
184    2     5     92     77     2     18	C
185    2     5     293     142     5     27	D
186    1     5     22     18     2     16	B
187    2     5     165     48     9     15	D
188    1     5     292     116     9     21	A
189    2     5     84     137     9     18	A
190    2     5     260     199     6     19	C
191    1     6     234     77     3     26	B
192    2     6     43     85     1     13	C
193    1     6     367     127     4     3	B
194    2     6     296     73     2     13	D
195    1     6     47     162     5     17	B
196    2     6     311     129     2     23	A
197    2     6     343     163     6     11	D
198    2     6     5     124     2     8	C
199    1     6     340     49     2     2	A
200    1     6     164     222     7     5	D
201    1     6     106     73     6     3	D
202    0     6     417     96     5     22	D
203    2     6     282     82     7     7	B
204    0     6     123     33     2     2	C
205    0     6     173     185     8     16	A
206    2     6     119     209     3     11	B
207    0     6     405     87     4     13	A
208    0     6     299     4     6     1	B
209    0     6     76     85     3     9	D
210    1     6     118     180     2     18	D
211    0     6     132     145     2     4	D
212    2     6     111     31     3     16	C
213    0     6     121     170     9     2	D
214    0     6     311     12     9     29	C
215    1     6     210     108     3     1	A
216    0     6     125     224     3     11	D
217    2     7     336     109     9     13	A
218    2     7     320     170     7     13	B
219    2     7     335     112     8     9	B
220    0     7     304     37     1     29	D
221    2     7     219     202     6     24	D
222    0     7     254     208     9     28	D
223    2     7     246     194     8     16	D
224    1     7     332     158     5     24	A
225    1     7     271     48     5     12	D
226    1     7     154     106     3     25	C
227    0     7     31     134     7     18	B
228    1     7     346     161     5     10	C
229    1     7     402     6     4     17	A
230    0     7     182     197     3     29	A
231    2     7     132     67     3     14	D
232    2     7     304     171     5     11	B
233    2     7     350     53     1     13	B
234    0     7     56     110     4     7	A
235    2     7     199     16     1     28	A
236    0     7     44     173     2     24	B
237    0     7     240     61     8     25	A
238    2     7     322     210     4     8	B
239    0     7     314     192     5     27	A
240    2     7     178     13     6     23	B
241    1     7     193     118     4     29	A
242    0     7     371     1     3     8	C
243    0     7     377     88     9     12	D
244    2     7     257     58     7     3	A
245    0     7     28     197     8     3	A
246    0     7     162     151     5     13	D
247    2     8     183     209     8     18	A
248    2     8     89     131     6     9	D
249    0     8     171     130     2     28	D
250    2     8     182     166     5     22	D
251    0     8     56     11     2     9	B
252    0     8     289     33     7     23	D
253    0     8     343     154     1     28	C
254    1     8     149     163     6     26	D
255    2     8     123     107     5     2	B
256    0     8     324     169     1     22	A
257    2     8     358     123     7     23	B
258    1     8     162     219     3     7	B
259    0     8     63     181     8     22	B
260    0     8     104     19     5     21	C
261    1     8     411     143     9     23	D
262    0     8     339     213     9     24	C
263    1     8     413     77     9     19	D
264    1     8     86     218     9     26	D
265    1     8     392     65     2     24	C
266    1     8     187     62     4     1	D
267    1     8     111     80     6     17	B
268    0     8     229     191     2     12	A
269    0     8     358     89     1     12	D
270    2     8     390     145     4     6	B
271    1     8     139     65     8     19	B
272    1     8     30     97     6     18	A
273    0     8     70     120     6     8	C
274    0     8     8     206     8     8	C
275    1     8     113     170     3     6	C
276    0     8     211     61     1     4	A
277    2     8     9     97     2     15	A
278    0     8     209     128     4     28	B
279    0     8     104     33     2     18	A
280    2     8     15     21     8     10	A
281    2     8     391     172     8     28	C
282    0     8     345     196     4     14	D
283    0     8     270     24     6     5	D
284    2     8     32     24     8     15	D
285    2     8     324     98     7     25	C
286    1     8     156     207     2     9	C
287    1     8     418     199     8     5	C
288    1     8     3     214     9     28	A
289    2     9     202     177     1     22	A
290    0     9     285     54     1     9	B
291    0     9     197     18     2     28	C
292    1     9     128     80     1     2	C
293    2     9     223     38     9     1	C
294    0     9     39     209     4     24	D
295    1     9     332     76     7     5	A
296    1     9     299     158     2     9	C
297    2     9     101     209     2     10	D
298    2     9     109     203     4     15	A
299    0     9     317     56     9     5	B
300    0     9     113     3     2     2	B
301    0     9     48     202     1     17	A
302    0     9     337     120     6     1	D
303    1     9     361     40     3     1	C
304    1     9     212     72     1     22	A
305    0     9     352     163     5     9	A
306    0     9     368     27     5     3	A
307    2     9     117     165     2     16	B
308    0     9     172     191     6     23	B
309    1     9     386     135     7     8	C
310    0     9     277     11     9     12	A
311    0     9     15     195     1     29	A
312    2     9     188     17     7     6	C
313    2     9     351     93     6     8	B
314    1     9     216     214     7     8	B
315    2     9     273     66     2     3	B
316    1     9     201     13     3     23	D
317    2     9     199     47     9     4	B
318    2     9     205     206     7     4	C
319    2     9     136     24     4     28	B
320    0     9     44     56     2     7	A
321    1     9     192     91     9     8	A
322    1     9     111     52     7     20	D
323    1     9     78     107     3     1	B
324    0     9     73     26     8     23	A
325    1     9     93     86     5     10	B
326    2     9     216     26     3     26	B
327    1     9     53     1     3     12	C
328    1     9     416     75     1     22	A
329    1     9     26     138     3     10	D
330    2     9     160     203     5     3	B
331    1     9     116     26     1     4	C
332    1     9     210     213     8     14	A
-1
