175    12    10
4.0189902509454125 5.493016673358932 8.907012886992234 
99    3     2     128     8     6     18	B
100    3     2     15     7     6     10	D
101    3     2     137     9     8     3	B
102    0     2     143     8     7     14	C
103    2     2     81     9     1     16	D
104    1     2     86     8     9     14	D
105    1     2     99     1     3     11	A
106    2     2     78     9     7     18	D
107    2     2     118     5     4     14	A
108    1     2     4     9     5     10	D
109    0     2     160     1     5     2	C
110    1     2     8     9     1     10	A
111    1     3     148     8     3     26	C
112    1     3     125     9     8     2	A
113    3     3     37     1     4     8	C
114    3     3     17     6     7     12	A
115    0     3     74     4     4     5	B
116    0     3     120     3     8     23	A
117    0     3     5     3     6     19	D
118    2     3     132     8     9     6	C
119    1     3     96     3     2     4	D
120    3     3     19     9     3     1	D
121    2     3     98     2     1     7	A
122    0     3     27     3     6     3	C
123    2     3     39     6     5     17	D
124    2     3     40     9     6     17	A
125    3     3     73     9     5     2	D
126    1     3     12     8     4     12	D
127    3     3     19     4     7     11	B
128    2     3     10     4     6     24	D
129    1     3     36     1     4     20	A
130    1     3     110     3     6     19	D
131    3     3     153     1     3     14	D
132    1     3     63     5     3     9	A
133    1     3     36     8     2     11	B
134    1     3     31     3     6     22	B
135    1     3     88     5     1     25	D
136    1     3     153     9     8     28	A
137    0     3     121     3     6     17	C
138    3     3     54     1     9     13	C
139    2     3     86     5     6     13	B
140    0     3     48     8     1     21	C
141    1     3     137     3     6     11	C
142    3     3     95     7     9     1	C
143    1     3     141     7     1     18	C
144    3     3     48     1     2     28	A
145    2     3     58     4     2     1	D
146    1     3     94     4     8     20	B
147    2     3     135     3     3     11	B
148    3     3     86     1     1     24	A
149    2     3     69     5     6     26	B
150    0     3     68     1     2     23	C
151    2     3     77     1     8     2	B
152    2     3     105     7     7     5	D
153    1     3     123     8     3     14	C
154    1     3     88     6     7     20	B
155    2     3     20     7     6     2	B
156    0     3     69     5     2     16	C
157    1     3     84     7     9     29	A
158    2     4     152     2     4     7	C
159    0     4     119     3     5     3	A
160    0     4     136     1     5     18	D
161    1     4     166     3     2     8	B
162    3     4     146     3     4     23	C
163    0     4     133     7     9     10	A
164    3     4     34     9     7     9	A
165    2     4     67     7     2     2	D
166    1     4     96     8     3     27	B
167    3     4     110     9     9     4	A
168    0     4     7     5     8     14	A
169    1     4     105     8     3     15	D
170    2     4     94     2     1     22	B
171    3     4     54     3     5     7	D
172    0     4     75     2     2     9	D
173    2     4     31     6     4     19	C
174    1     4     117     2     5     16	B
175    2     4     143     3     1     28	A
176    1     4     154     5     6     18	C
177    3     4     94     3     2     18	C
178    2     4     50     3     2     6	B
179    2     4     131     8     9     22	C
180    3     4     67     6     6     7	D
181    3     4     139     6     3     6	C
182    1     4     41     9     8     23	A
183    1     4     127     3     9     1	C
184    0     4     131     8     4     27	D
185    0     4     24     8     3     20	B
186    3     4     157     5     2     20	C
187    2     4     64     1     5     14	C
188    3     4     167     6     8     27	A
189    3     4     156     9     8     12	A
190    3     4     29     8     3     5	A
191    3     4     124     2     8     25	C
192    0     4     85     7     5     20	A
193    0     5     164     5     3     13	D
194    0     5     94     7     7     7	C
195    2     5     56     9     9     26	B
196    2     5     38     1     7     4	A
197    3     5     145     9     8     21	C
198    1     5     132     9     4     22	B
199    1     5     122     7     9     26	B
200    2     5     160     3     2     27	A
201    2     5     125     1     3     19	D
202    0     5     153     4     1     8	C
203    2     5     82     8     5     22	C
204    0     5     163     4     5     12	B
205    1     5     84     3     3     27	C
206    3     5     79     1     2     4	C
207    2     5     151     7     2     28	B
208    1     5     116     8     9     15	D
209    3     5     15     3     8     26	C
210    0     5     37     6     7     22	C
211    2     5     133     5     5     25	C
212    1     5     172     3     5     5	C
213    0     5     44     4     3     8	C
214    2     5     74     4     5     22	D
215    3     5     108     7     8     29	C
216    0     5     142     6     1     24	A
217    1     5     124     6     7     8	C
218    1     5     134     3     5     23	D
219    2     5     168     2     3     3	D
220    0     5     134     7     8     26	C
221    2     5     93     7     3     28	D
222    1     5     131     4     6     17	A
223    1     5     150     9     3     17	B
224    1     5     97     6     6     18	A
225    0     5     114     9     1     18	A
226    1     5     42     1     5     6	D
227    3     5     68     4     3     28	B
228    2     5     63     8     9     11	A
229    3     5     46     9     7     9	A
230    3     5     167     2     1     13	A
231    1     5     26     5     2     13	B
232    1     5     109     5     4     17	D
233    2     5     166     4     9     4	C
234    0     5     85     1     3     23	D
235    2     5     141     5     6     22	B
236    3     5     28     3     7     9	C
237    3     5     153     7     8     22	C
238    2     5     125     2     6     17	C
239    2     5     87     9     2     22	D
240    1     5     113     7     5     6	A
241    2     6     152     3     9     16	D
242    1     6     22     5     3     14	B
243    3     6     133     4     6     15	D
244    3     6     140     5     9     7	B
245    1     6     95     3     7     26	A
246    3     6     90     9     5     13	D
247    2     6     24     2     4     7	C
248    1     6     17     9     2     23	A
249    3     6     74     7     1     8	B
250    3     6     132     6     2     18	D
251    3     6     133     5     9     9	A
252    3     6     133     3     6     6	C
253    3     6     109     6     9     5	B
254    2     6     131     1     5     12	D
255    1     6     103     8     6     14	D
256    1     6     86     6     3     28	A
257    2     6     124     8     4     15	A
258    2     6     62     4     1     9	C
259    3     6     85     5     7     17	A
260    3     6     25     1     2     15	B
261    2     6     172     9     1     12	A
262    2     6     14     5     2     11	B
263    2     6     82     5     1     10	C
264    0     6     119     1     2     2	A
265    1     6     57     3     6     18	A
266    0     6     166     3     9     3	B
267    0     6     11     8     1     5	B
268    0     6     78     7     3     28	B
269    2     6     163     8     3     13	D
270    1     6     156     3     3     20	D
271    1     6     73     9     2     22	D
272    3     6     107     4     9     26	D
273    0     6     29     8     4     25	C
274    0     6     138     2     6     28	A
275    0     6     33     7     8     28	A
276    3     6     85     7     1     17	B
277    3     6     64     4     7     17	C
278    0     6     123     4     6     10	C
279    1     6     90     1     4     27	B
280    0     6     120     1     9     14	A
281    3     6     104     5     8     26	B
282    0     6     143     4     6     29	B
283    2     7     160     7     4     6	B
284    2     7     82     5     4     21	B
285    2     7     112     5     7     29	A
286    2     7     47     3     8     23	A
287    2     7     52     9     5     16	D
288    1     7     116     3     4     23	B
289    1     7     13     2     4     23	A
290    2     7     77     8     2     23	D
291    3     7     9     7     2     4	B
292    0     7     63     6     9     11	A
293    0     7     17     6     5     22	B
294    2     7     169     8     8     12	C
295    3     7     142     5     6     29	D
296    1     7     90     6     6     4	D
297    0     7     91     4     2     3	D
298    1     7     62     9     1     28	C
299    3     7     164     9     3     23	C
300    1     7     103     7     7     22	C
301    2     7     31     3     7     16	D
302    0     7     10     4     7     25	C
303    3     7     107     3     8     9	B
304    2     7     91     2     5     8	A
305    3     7     95     2     3     4	D
306    2     7     71     6     4     15	A
307    2     7     86     4     9     17	D
308    3     7     136     6     9     2	D
309    2     7     166     4     6     15	B
310    0     7     53     7     7     17	A
311    0     7     92     6     8     9	D
312    3     7     142     1     3     23	A
313    0     7     113     7     8     14	B
314    0     7     4     8     6     4	D
315    3     7     169     2     9     18	C
316    2     7     132     9     6     23	B
317    2     7     6     5     5     6	B
318    3     7     131     5     9     11	B
319    1     7     73     2     2     29	A
320    1     7     40     4     7     5	C
321    3     8     12     1     3     12	B
322    3     8     43     9     1     20	A
323    0     8     172     4     8     14	D
324    2     8     42     6     4     12	D
325    3     8     106     1     3     12	A
326    3     8     29     3     8     4	A
327    1     8     128     1     5     11	B
328    2     8     9     3     7     12	A
329    3     8     3     6     1     3	C
330    2     8     99     1     7     10	C
331    2     8     104     5     8     12	A
332    1     8     8     1     2     14	D
333    0     8     35     5     3     7	A
334    1     8     131     1     9     27	B
335    0     8     43     4     1     4	D
336    3     8     15     8     2     17	B
337    2     8     126     2     3     3	D
338    2     8     171     1     7     9	C
339    3     8     161     8     1     9	C
340    2     8     92     9     4     29	C
341    1     8     68     4     1     28	B
342    0     8     33     6     2     29	B
343    2     8     132     4     7     13	A
344    2     8     106     6     3     17	B
345    2     8     39     6     4     17	C
346    3     8     155     6     5     1	D
347    2     8     86     3     7     3	A
348    1     8     172     2     6     26	B
349    1     8     133     8     3     13	B
350    0     8     61     1     2     7	D
351    0     8     115     2     3     4	C
352    2     8     34     8     1     18	B
353    3     8     160     4     1     3	C
354    3     8     115     4     7     2	B
355    0     8     18     6     9     14	B
356    1     8     66     7     1     18	B
357    3     8     16     1     4     16	C
358    2     8     82     3     7     4	D
359    3     9     85     2     3     14	B
360    0     9     55     9     7     26	A
361    3     9     62     2     2     11	D
362    2     9     123     1     7     3	A
363    0     9     138     3     9     1	C
364    3     9     28     1     7     13	B
365    2     9     81     9     5     16	D
366    0     9     160     2     6     20	B
367    0     9     79     8     3     2	B
368    3     9     156     6     1     9	B
369    0     9     20     7     8     3	B
370    3     9     113     9     1     24	C
371    3     9     107     3     2     1	B
372    1     9     70     2     4     17	B
373    1     9     98     9     8     16	A
374    0     9     42     3     9     7	A
375    0     9     13     9     2     19	D
376    1     9     143     9     7     28	A
377    0     9     150     8     9     25	A
378    0     9     51     7     9     25	B
379    0     9     149     7     2     12	B
380    0     9     162     1     5     29	B
381    3     9     128     3     2     18	B
382    0     9     155     3     8     4	B
383    1     9     27     3     2     17	B
384    2     9     67     1     7     27	D
385    2     9     110     1     4     24	B
386    0     9     25     2     4     26	D
387    3     9     18     7     5     24	C
388    1     9     76     8     4     6	D
389    0     9     117     9     9     23	D
390    0     9     110     7     8     6	A
391    1     9     139     1     7     13	D
392    3     9     39     5     3     22	A
393    0     9     116     7     2     19	A
394    1     9     159     6     6     26	C
395    2     9     106     5     1     14	D
396    2     9     110     6     1     12	A
397    2     9     62     6     4     14	C
398    2     9     101     4     3     5	A
399    3     9     16     8     9     22	A
-1
